question,scratch,answer
Lucy went to the grocery store. She bought 10 packs of cookie and 4 packs of cake. How many more packs of cookie did she buy over cake? Equation: <equation> 10 - 4</equation> ,<scratch>Subtracting 4 from 10 at digit level;  10 >= 4;  Borrow: 0; 10 - 4 = 6. move one place left; 0 remains 0; final result: 6.</scratch>,6
Every day Ryan spends 6 hours on learning english and 2 hours on learning chinese. How many more hours does he spend on learning english than he does on learning chinese? Equation: <equation> 6 - 2</equation> ,<scratch>Subtracting 2 from 6 at digit level;  6 >= 2;  Borrow: 0; 6 - 2 = 4. move one place left; 0 remains 0; final result: 4.</scratch>,4
David did 40 more push-ups but 17 less crunches than Zachary in gym class today. If Zachary did 34 push-ups and 62 crunches How many crunches did David do? Equation: <equation> 62 - 17</equation> ,<scratch>Subtracting 17 from 62 at digit level;  6 >= 17;  Borrow: 0; 6 - 17 = 4. move one place left; 2 remains 2; final result: 45.</scratch>,45
The grasshopper and the frog had a jumping contest. The frog jumped 39 inches and the grasshopper jumped 17 inches. How much farther did the frog jump than the grasshopper? Equation: <equation> 39 - 17</equation> ,<scratch>Subtracting 17 from 39 at digit level;  39 >= 17;  Borrow: 0; 39 - 17 = 22. move one place left; 9 remains 9; Subtracting 0 from 9 at digit level;  9 >= 0;  Borrow: 0; 9 - 0 = 9. move one place left; 2 remains 2; final result: 22.</scratch>,22
Paul had 50 books. After buying some in a garage sale he had 151 left. How many books did he buy? Equation: <equation> 151 - 50</equation> ,<scratch>Subtracting 50 from 151 at digit level;  15 >= 5;  Borrow: 0; 15 - 5 = 10. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 15 remains 15; final result: 101.</scratch>,101
If they are already at 659 feet and the cave is 762 feet deep How much farther until they reach the end of the cave? Equation: <equation> 762 - 659</equation> ,<scratch>Subtracting 659 from 762 at digit level;  7 >= 6;  Borrow: 1; 7 - 6 = 1. move one place left; 6 remains 6; Subtracting 9 from 5 at digit level;  5 >= 9;  Borrow: 1; 5 - 9 = -4. move one place left; 6 remains 6; final result: 103.</scratch>,103
Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf? Equation: <equation> 8 - 4</equation> ,<scratch>Subtracting 4 from 8 at digit level;  8 >= 4;  Borrow: 0; 8 - 4 = 4. move one place left; 0 remains 0; final result: 4.</scratch>,4
Jack received a total of 9 emails in the day. If he received 7 emails in the morning and some more in the afternoon How many emails did Jack receive in the afternoon? Equation: <equation> 9 - 7</equation> ,<scratch>Subtracting 7 from 9 at digit level;  9 >= 7;  Borrow: 0; 9 - 7 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
A grocery store had 19 bottles of diet soda and 60 bottles of regular soda. How many more bottles of regular soda than diet soda did they have? Equation: <equation> 60 - 19</equation> ,<scratch>Subtracting 19 from 60 at digit level;  60 >= 19;  Borrow: 0; 60 - 19 = 41. move one place left; 0 remains 0; final result: 41.</scratch>,41
A book has 3 chapters. The first chapter is 35 pages long the second chapter is 18 pages long and the third chapter is 3 pages long. How many more pages does the second chapter have than the third chapter? Equation: <equation> 18 - 3</equation> ,<scratch>Subtracting 3 from 18 at digit level;  18 >= 3;  Borrow: 0; 18 - 3 = 15. move one place left; 8 remains 8; final result: 15.</scratch>,15
Randy has 97 blocks. He uses some blocks to build a tower. If there are 72 blocks left How many blocks did he use to build the tower? Equation: <equation> 97 - 72</equation> ,<scratch>Subtracting 72 from 97 at digit level;  9 >= 7;  Borrow: 1; 9 - 7 = 2. move one place left; 7 remains 7; Subtracting 2 from 7 at digit level;  7 >= 2;  Borrow: 0; 7 - 2 = 5. move one place left; 2 remains 2; final result: 25.</scratch>,25
A waiter had 13 customers. After some left he got 4 new customers. If he still had 9 customers How many customers left? Equation: <equation> 13.0 - 5.0</equation>,<scratch>Subtracting 4 from 13 at digit level;  13 >= 4;  Borrow: 0; 13 - 4 = 9. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 9 remains 9; final result: 4.</scratch>,4
Every day Ryan spends 3 hours on learning english and some more hours on learning chinese. If he spends a total of 4 hours on learning english and chinese everyday How many hours does he spend on learning chinese? Equation: <equation> 4 - 3</equation> ,<scratch>Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 3 remains 3; final result: 1.</scratch>,1
A book has 2 chapters across 81 pages. The second chapter is 68 pages long. How many pages are in the second chapter? Equation: <equation> 81 - 68</equation> ,<scratch>Subtracting 68 from 81 at digit level;  81 >= 68;  Borrow: 0; 81 - 68 = 13. move one place left; 1 remains 1; final result: 13.</scratch>,13
Baker made 52 pastries and 84 cakes. If he sold 102 cakes and 94 pastries How many more cakes than pastries did baker make? Equation: <equation> 84 - 52</equation> ,<scratch>Subtracting 52 from 84 at digit level;  8 >= 5;  Borrow: 0; 8 - 5 = 3. move one place left; 4 remains 4; Subtracting 2 from 4 at digit level;  4 >= 2;  Borrow: 0; 4 - 2 = 2. move one place left; 8 remains 8; final result: 32.</scratch>,32
Jessie weighed 71 kilograms. After she started to go jogging everyday she lost 20 kilograms. How much does she weigh now? Equation: <equation> 71 - 20</equation> ,<scratch>Subtracting 20 from 71 at digit level;  7 >= 2;  Borrow: 1; 7 - 2 = 5. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 7 remains 7; final result: 51.</scratch>,51
Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home? Equation: <equation> 898051 - 629424</equation> ,<scratch>Subtracting 629424 from 898051 at digit level;  89 >= 62;  Borrow: 0; 89 - 62 = 27. move one place left; 8 remains 8; Subtracting 4 from 9 at digit level;  9 >= 4;  Borrow: 1; 9 - 4 = 5. move one place left; 8 remains 8; Subtracting 2 from 8 at digit level;  8 >= 2;  Borrow: 0; 8 - 2 = 6. move one place left; 5 remains 5; final result: 268627.</scratch>,268627
Dave had 17 apps and 21 files on his phone. After deleting some apps and files he had 3 apps and 7 files left. How many files did he delete? Equation: <equation> 21 - 7</equation> ,<scratch>Subtracting 7 from 21 at digit level;  21 >= 7;  Borrow: 0; 21 - 7 = 14. move one place left; 1 remains 1; final result: 14.</scratch>,14
Nell collects baseball cards. She had 242 cards. She gave 136 of her cards to Jeff. How many cards does Nell have left? Equation: <equation> 242 - 136</equation> ,<scratch>Subtracting 136 from 242 at digit level;  24 >= 13;  Borrow: 1; 24 - 13 = 11. move one place left; 2 remains 2; Subtracting 6 from 2 at digit level;  2 >= 6;  Borrow: 1; 2 - 6 = -4. move one place left; 1 remains 1; final result: 106.</scratch>,106
There were 13 roses in the vase. Jessica cut some more roses from her flower garden which had a total of 12 roses. There are now 21 roses in the vase. How many roses are left in the garden? Equation: <equation> 12.0 - 8.0</equation>,<scratch>Subtracting 8 from 12 at digit level;  12 >= 8;  Borrow: 0; 12 - 8 = 4. move one place left; 2 remains 2; final result: 4.</scratch>,4
Jerry had some action figures on a shelf in his room. Later he added 2 more action figures to the shelf and removed 7 of the old ones. If there are 10 action figures on his shelf now How many action figures did he have initially on the shelf? Equation: <equation> 17 - 2</equation> ,<scratch>Adding 2 to 10 at digit level;  10 >= 2;  Borrow: 0; 10 + 2 = 12. move one place left; 0 remains 0; Subtracting 2 from 12 at digit level;  12 >= 2;  Borrow: 0; 12 - 2 = 10. move one place left; 0 remains 0; final result: 10.</scratch>,10
A book has 2 chapters across 23 pages. The first chapter is 10 pages long. How many pages are in the first chapter? Equation: <equation> 23 - 10</equation> ,<scratch>Subtracting 10 from 23 at digit level;  23 >= 10;  Borrow: 0; 23 - 10 = 13. move one place left; 3 remains 3; final result: 13.</scratch>,13
Paul had 21 books. After selling some in a garage sale he bought 42 new ones. If he has 15 books now How many more books did he sell than he bought? Equation: <equation> 21 - 15</equation> ,<scratch>Subtracting 15 from 21 at digit level;  21 >= 15;  Borrow: 0; 21 - 15 = 6. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 6 remains 6; final result: 6.</scratch>,6
Allan and Jake brought 3 balloons to the park. If Allan brought 2 balloons How many balloons did Jake bring to the park? Equation: <equation> 3 - 2</equation> ,<scratch>Subtracting 2 from 3 at digit level;  3 >= 2;  Borrow: 0; 3 - 2 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier How many bottle caps did he find at the park? Equation: <equation> 32 - 25</equation> ,<scratch>Subtracting 25 from 32 at digit level;  32 >= 25;  Borrow: 0; 32 - 25 = 7. move one place left; 2 remains 2; final result: 7.</scratch>,7
Winter is almost here and most animals are migrating to warmer countries. There are 41 bird families living near the mountain. If 35 bird families flew away to asia and 62 bird families flew away to africa How many more bird families flew away to africa than those that flew away to asia? Equation: <equation> 62 - 35</equation> ,<scratch>Subtracting 35 from 62 at digit level;  62 >= 35;  Borrow: 0; 62 - 35 = 27. move one place left; 2 remains 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 6 remains 6; final result: 27.</scratch>,27
Rachel had to complete 5 pages of math homework and yet more pages of reading homework. If she had to complete a total of 7 pages of homework How many pages of reading homework did she have to complete? Equation: <equation> 7 - 5</equation> ,<scratch>Subtracting 5 from 7 at digit level;  7 >= 5;  Borrow: 0; 7 - 5 = 2. move one place left; 5 remains 5; final result: 2.</scratch>,2
There were 6 roses and 20 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 21 orchids and 22 roses in the vase. How many more roses than orchids are there in the vase now? Equation: <equation> 22 - 21</equation> ,<scratch>Subtracting 21 from 22 at digit level;  22 >= 21;  Borrow: 0; 22 - 21 = 1. move one place left; 2 remains 2; final result: 1.</scratch>,1
There were 8 people on the bus. At the next stop 12 more people got on the bus and 3 people got off. How many people are there on the bus now? Equation: <equation> 20 - 3</equation> ,<scratch>Adding 12 to 8 at digit level;  8 >= 12;  Borrow: 0; 8 + 12 = 20. move one place left; 0 remains 0; Subtracting 3 from 20 at digit level;  20 >= 3;  Borrow: 0; 20 - 3 = 17. move one place left; 0 remains 0; final result: 17.</scratch>,17
Dave had 15 apps and 24 files on his phone. After deleting some apps and files he had 21 apps and 4 files left. How many more apps than files does he have left on the phone? Equation: <equation> 21 - 4</equation> ,<scratch>Subtracting 4 from 21 at digit level;  21 >= 4;  Borrow: 0; 21 - 4 = 17. move one place left; 4 remains 4; final result: 17.</scratch>,17
Mary is baking a cake. The recipe calls for 11 cups of sugar 6 cups of flour and 9 cups of salt. She already put in 12 cups of flour. How many more cups of sugar than cups of salt does she need to add now? Equation: <equation> 11 - 9</equation> ,<scratch>Subtracting 9 from 11 at digit level;  11 >= 9;  Borrow: 0; 11 - 9 = 2. move one place left; 1 remains 1; final result: 2.</scratch>,2
Dan has $ 7. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money is left? Equation: <equation> 7 - 5</equation> ,<scratch>Subtracting 3 from 7 at digit level;  7 >= 3;  Borrow: 0; 7 - 3 = 4. move one place left; 5 remains 5; Subtracting 0 from 5 at digit level;  5 >= 0;  Borrow: 0; 5 - 0 = 5. move one place left; 4 remains 4; final result: 2.</scratch>,2
During summer break 61619 kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is 91676. About how many kids in Lawrence county went to camp? Equation: <equation> 91676 - 61619</equation> ,<scratch>Subtracting 61619 from 91676 at digit level;  9 >= 6;  Borrow: 0; 9 - 6 = 3. move one place left; 1 remains 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 9 remains 9; final result: 30057.</scratch>,30057
Josh had 7 marbles in his collection. He lost 8 marbles and found 10 new ones. How many more marbles did he find than those he lost? Equation: <equation> 10 - 8</equation> ,<scratch>Subtracting 8 from 10 at digit level;  10 >= 8;  Borrow: 0; 10 - 8 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
Nell collects cards. She had 239 baseball cards and 38 Ace cards. She gave some of her cards to Jeff and now has 376 Ace cards and 111 baseball cards left. How many more Ace cards than baseball cards does Nell have? Equation: <equation> 376 - 111</equation> ,<scratch>Subtracting 111 from 376 at digit level;  37 >= 11;  Borrow: 0; 37 - 11 = 26. move one place left; 6 remains 6; Subtracting 1 from 6 at digit level;  6 >= 1;  Borrow: 0; 6 - 1 = 5. move one place left; 2 remains 2; final result: 256.</scratch>,256
In a school there are 362 boys and 257 girls. 403 more girls joined the school. How many more girls than boys does the school have? Equation: <equation> 660 - 362</equation> ,<scratch>Adding 257 to 403 at digit level;  257 >= 403;  Borrow: 0; 257 + 403 = 660. move one place left; 0 remains 0; final result: 660.</scratch>,660
Julia played tag with 16 kids on monday. If she played tag with 12 more kids on monday than on tuesday How many kids did she play with on tuesday? Equation: <equation> 16 - 12</equation> ,<scratch>Subtracting 12 from 16 at digit level;  16 >= 12;  Borrow: 0; 16 - 12 = 4. move one place left; 6 remains 6; final result: 4.</scratch>,4
