question;model_answer;answer
Solve this problem: Abigail collected 2 boxes of cookies for the bake sale. Grayson collected 3 quarters of a box, and Olivia collected 3 boxes. Assuming that each box contains 48 cookies, how many cookies did they collect in total?;192  Let me explain: Abigail collected 2 * 48 = 96 cookies. Grayson collected 3 / 4 * 48 = 36 cookies. Olivia collected 3 * 48 = 144 cookies. In total, they collected 96 + 36 + 144 = 192 cookies. ;276
Solve this problem: Tony made a sandwich with two slices of bread for lunch every day this week. On Saturday, he was extra hungry from doing yard work and made two sandwiches. How many slices of bread are left from the 22-slice loaf Tony started with?;10  Let me explain: Tony made 5 sandwiches this week because 5 x 2 = 10. Tony started with 22 slices of bread and made 10 sandwiches so he has 22 - 10 = 12 slices of bread left. ;6
Solve this problem: In a building, there are a hundred ladies on the first-floor studying. There are three times that many girls at a party being held on the second floor of the building. How many ladies are on the two floors in total?;400  Let me explain: There are 100 * 3 = 300 ladies at the party on the second floor. So there are 100 + 300 = 400 ladies in total on the two floors. ;400
Solve this problem: Mona brought 20 cookies to share in class. Jasmine brought 5 fewer cookies than Mona. Rachel brought 10 more cookies than Jasmine. How many cookies altogether did Mona, Jasmine, and Rachel bring to share in class?;55;60
Solve this problem: There are 160 tissues inside a tissue box.   If Tucker bought 3 boxes, and used 210 tissues while he was sick with the flu, how many tissues would he have left?;130;270
Solve this problem: Jason has to drive home which is 120 miles away. If he drives at 60 miles per hour for 30 minutes, what speed does he have to average for the remainder of the drive to get there in exactly 1 hour 30 minutes?;70;90
Solve this problem: The ratio of the amount of money Cara, Janet, and Jerry have is 4:5:6. If the total amount of money they have is $75, calculate the loss Cara and Janet will make if they combine their money to buy oranges and sell them at 80% of the buying price.;10  Let me explain: Cara has 4 / 15 * 75 = $20. Janet has 5 / 15 * 75 = $25. The total amount of money Cara and Janet have is $20 + $25 = $45. If they sell the oranges at 80% of the buying price, they will get 80 / 100 * $45 = $36. So, the loss they will make is $45 - $36 = $9. ;9
Solve this problem: Jack is making flower crowns out of red, pink and white daisies. There are nine times as many pink daisies as white daisies and three less than four times as many red daisies as pink daisies. If there are 6 white daisies, how many daisies are there total?;108  Let me explain: There are 9 * 6 = 54 pink daisies. There are 4 * 54 - 3 = 216 red daisies. There are 6 + 54 + 216 = 326 daisies total. ;273
Solve this problem: Chip has a $50.00 balance on his credit card.  Since he didn't pay it off, he will be charged a 20% interest fee.  He puts $20.00 on his credit card the following month and doesn't make any payments to his debt.  He is hit with another 20% interest fee.  What's the current balance on his credit card?;80  Let me explain: The interest on the $50.00 balance is 50 * .20 = $10.00. So the balance is now 50 + 10 = $60.00. He puts $20.00 on his card so the balance is now 60 + 20 = $80.00. He is hit with another 20% interest fee so the balance is now 80 * .20 = $16.00. So the current balance is 80 + 16 = $96.00. ;96
Solve this problem: Marian's pending credit card balance is $126.00.  She puts $60.00 worth of groceries on her card and half that amount in gas.  She returned some bath towels for $45.00.  What's the new balance on her credit card?;191  Let me explain: Marian spent $60.00 on groceries and half that amount on gas, so she spent $60.00 / 2 = $30.00 on gas. Marian's total spending is $60.00 + $30.00 = $90.00. After returning the bath towels, Marian's new balance is $126.00 - $45.00 = $81.00. Marian's new balance is $81.00 + $90.00 = $171.00. ;171
Solve this problem: The total number of years in a century is the same as the number of marbles Gideon has. If he gives 3/4 of the marbles to his sister and multiples the number of remaining marbles by 2, he gets his age five years from now. How old is Gideon now?;10  Let me explain: If the number of marbles Gideon has is the same as the total number of years in a century, then he has 100 marbles. If he gives 3 / 4 of his marbles to his sister, he has 100 * 3 / 4 = 75 marbles left. If he multiples the number of remaining marbles by 2, he has 75 * 2 = 150 marbles. If he gets his age five years from now by multiplying the number of remaining marbles by 2, then he is 150 / 2 = 75 years old now. ;45
Solve this problem: Darry is a roofer and has to climb ladders multiple times a day. He climbs his full ladder, which has 11 steps, 10 times today. He also climbs his smaller ladder, which has 6 steps, 7 times today. He did not climb any steps otherwise. In total, how many times has Darry climbed a step today?;187  Let me explain: Darry climbed his full ladder 10 times, so he climbed 10 * 11 = 110 steps. He climbed his smaller ladder 7 times, so he climbed 7 * 6 = 42 steps. In total, Darry climbed 110 + 42 = 152 steps today. ;152
Solve this problem: Two teams are playing in a stadium with a capacity of 2000 people. The total number of people in the stadium is 3/4 of the total capacity and each person paid $20 in entry fees. What is the difference between the total amount of fees collected when the stadium was 3/4 full and if the stadium would have been full?;2000 * 3 / 4 = 1500 people. 1500 * 20 = $30,000. 2000 * 20 = $40,000. 40000 - 30000 = $10,000.  So, the answer is 10000;10000
Solve this problem: Ashton had two boxes of pencils with fourteen pencils in each box. He gave six pencils to his brother. How many pencils did Ashton have left?;24;22
Solve this problem: A soccer team has three goalies and ten defenders. The team also has twice as many midfielders as defenders, and the rest of the players are strikers. If the team has 40 players, how many strikers are in the team?;17;7
Solve this problem: John and Anna bought some eBook readers. John bought 15 eBook readers less than Anna did. Unfortunately, John lost 3 eBook readers. If Anna bought 50 eBook readers, how many eBook readers do they have altogether?;102  Let me explain: John bought 50 - 15 = 35 eBook readers. John has 35 - 3 = 32 eBook readers. They have 32 + 50 = 82 eBook readers altogether. ;82
Solve this problem: Keesha wants to get her hair and nails done for prom.  Hair updos cost $50 and manicures cost $30.  How much will these two services cost her with a 20% tip for each beautician?;100;96
Solve this problem: Jazel has 3 sticks. One stick is 3 centimeters long. The second stick is twice as long while the third stick is 1 centimeter shorter than the second stick. What is the total length of Jazel's sticks when they are put together?;15  Let me explain: The second stick is 3 * 2 = 6 centimeters long. The third stick is 6 - 1 = 5 centimeters long. The total length of the sticks is 3 + 6 + 5 = 15 centimeters. ;14
Solve this problem: Mark gets a new phone plan that is 30% more expensive than his old plan.  If his old plan was $150 a month how much does his new plan cost?;195;195
Solve this problem: Olivia and Nigel are traveling in Asia.  Olivia has $112 and Nigel has $139. If together they buy six one day passes to a tourist attraction for $28 per ticket, how much money do they have left?;113;83
Solve this problem: 12 archeology students and 4 teachers went on a field trip to a dinosaur museum. Student tickets cost $1 each, and adult tickets cost $3 each. How much did the museum tickets cost in all?;45  Let me explain: The students' tickets cost 12 * $1 = $12. The teachers' tickets cost 4 * $3 = $12. So the total cost of the tickets was $12 + $12 = $24. ;24
Solve this problem: A bag of jellybeans contains 8 black beans and 2 more green beans. It also contains 1 less orange bean than green beans. How many jellybeans are there in the bag?;23;27
Solve this problem: There are 3/5 times as many people living in Boise as the number living in Seattle. There are 4000 more people in Lake View than the population in Seattle. If Lake View's population is 24000, calculate the total population of the three cities.;60000  Let me explain: The population of Seattle is 24000 - 4000 = 20000. The population of Boise is 20000 * 3 / 5 = 12000. The total population of the three cities is 20000 + 12000 + 24000 = 60000. ;56000
Solve this problem: Vicente saw Sophie's mom giving Sophie 20 oranges every day to carry to school to eat. He also saw Hannah's dad giving Hannah 40 grapes every day to eat at the school. If he counted the number of fruits that the girls were given for 30 days, calculate the total number of fruits that Sophie and Hannah had eaten in the 30 days.;2400  Let me explain: Sophie had 20 oranges x 30 days = 600 oranges. Hannah had 40 grapes x 30 days = 1200 grapes. Sophie and Hannah had 600 oranges + 1200 grapes = 1800 fruits. ;1800
