question#answer#equation#scratch#simplified_equation
Maria wants to buy a brand new bike. The retail price at the bike shop stands at $600. She saved $120 toward the purchase. As this was not enough, she asked her mother to give her the remaining amount. Her mother offered her $250 and told her that she needs to earn the rest working during the holidays. How much money must Maria earn to be able to buy the bike she wants?#230#600-370#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 7 from 0 at digit level;  0 < 7;  Borrow: 1; 10 - 7 = 3. move one place left; 6 becomes 5; Subtracting 3 from 5 at digit level;  5 >= 3;  Borrow: 0; 5 - 3 = 2. move one place left; 0 remains 0; final result: 230.</scratch>#600 - 370
Anya has 4 times as many erasers as Andrea. If Andrea has 4 erasers, how many more erasers does Anya have than Andrea?#12#16-4#<scratch>Subtracting 4 from 6 at digit level;  6 >= 4;  Borrow: 0; 6 - 4 = 2. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 6 remains 6; final result: 12.</scratch>#16 - 4
Kirill is 14 less centimeters in height than his brother. Together their heights equal 112 centimeters. How tall is Kirill in centimeters?#49#63-14#<scratch>Subtracting 4 from 3 at digit level;  3 < 4;  Borrow: 1; 13 - 4 = 9. move one place left; 6 becomes 5; Subtracting 1 from 5 at digit level;  5 >= 1;  Borrow: 0; 5 - 1 = 4. move one place left; 3 remains 3; final result: 49.</scratch>#63 - 14
Chantal knits sweaters to sell. Each sweater takes 4 balls of yarn. Each ball of yarn costs $6. How much money will Chantal gain in all 28 sweaters if she sells each sweater for $35?#308#980-672#<scratch>Subtracting 2 from 0 at digit level;  0 < 2;  Borrow: 1; 10 - 2 = 8. move one place left; 8 becomes 7; Subtracting 7 from 7 at digit level;  7 >= 7;  Borrow: 0; 7 - 7 = 0. move one place left; 9 remains 9; Subtracting 6 from 9 at digit level;  9 >= 6;  Borrow: 0; 9 - 6 = 3. move one place left; 0 remains 0; final result: 308.</scratch>#980 - 672
Zilla spent 7% of her monthly earnings on rent, half of it on her other monthly expenses, and put the rest in her savings. If she spent $133 on her rent, how much does she deposit into her savings account in a month?#817#1900-1083#<scratch>Subtracting 3 from 0 at digit level;  0 < 3;  Borrow: 1; 10 - 3 = 7. move one place left; 0 becomes -1; Subtracting 8 from -1 at digit level;  -1 < 8;  Borrow: 1; 9 - 8 = 1. move one place left; 9 becomes 8; Subtracting 0 from 8 at digit level;  8 >= 0;  Borrow: 0; 8 - 0 = 8. move one place left; 1 remains 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 0 remains 0; final result: 817.</scratch>#1900 - 1083
There are 48 passengers on the bus. Two-thirds of the passengers are women and the rest are men.  If one-eighth of the men are standing, how many men are seated?#14#16-2#<scratch>Subtracting 2 from 6 at digit level;  6 >= 2;  Borrow: 0; 6 - 2 = 4. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 6 remains 6; final result: 14.</scratch>#16 - 2
A man is returning home from work and trying to decide which route to take.  His first route option includes 3 stoplights.  This route will take him 10 minutes if all three lights are green, but each light that is red will add 3 minutes to the trip.  The second route does not include any stoplights and takes 14 minutes.  If the man chooses the first route, how much longer will his trip be if all 3 stoplights are red?#5#19-14#<scratch>Subtracting 4 from 9 at digit level;  9 >= 4;  Borrow: 0; 9 - 4 = 5. move one place left; 1 remains 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 9 remains 9; final result: 5.</scratch>#19 - 14
Alex has 2 cakes that are each cut into 8 slices. A fourth of the slices are given away to his friends. A third of the remaining slices are given away to his family. Alex eats 3 slices. How many slices of the cake are left?#5#12-4-3#<scratch>Subtracting 1 from 2 at digit level;  2 >= 1;  Borrow: 0; 2 - 1 = 1. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 2 remains 2; final result: 11.</scratch>#12 - 1
Arthur wants to sell his basketball card collection and use the money to buy comic books. The store owner tells him that each card is worth 5 cents and comic books cost $6 each. If Arthur sells all 2,000 cards of his and buys as many comic books as he can, how much money does he have leftover?#4#100-96#<scratch>Subtracting 6 from 0 at digit level;  0 < 6;  Borrow: 1; 10 - 6 = 4. move one place left; 0 becomes -1; Subtracting 9 from -1 at digit level;  -1 < 9;  Borrow: 1; 9 - 9 = 0. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 4.</scratch>#100 - 96
A rectangle has a length of 3 inches and a width of 6 inches. A square has a width of 5 inches. What is the difference in area between the two shapes?#7#25-18#<scratch>Subtracting 8 from 5 at digit level;  5 < 8;  Borrow: 1; 15 - 8 = 7. move one place left; 2 becomes 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 5 remains 5; final result: 7.</scratch>#25 - 18
There are 285 sweets in the bowl. If 49 of the sweets are red and 59 of the sweets are green, how many of the sweets are neither red nor green?#177#285-108#<scratch>Subtracting 8 from 5 at digit level;  5 < 8;  Borrow: 1; 15 - 8 = 7. move one place left; 8 becomes 7; Subtracting 0 from 7 at digit level;  7 >= 0;  Borrow: 0; 7 - 0 = 7. move one place left; 2 remains 2; Subtracting 1 from 2 at digit level;  2 >= 1;  Borrow: 0; 2 - 1 = 1. move one place left; 5 remains 5; final result: 177.</scratch>#285 - 108
Of the 100 soccer balls that Nova went to inflate, 40 percent had holes in them and could not inflate, while 20% of the remaining balls were overinflated and exploded. How many balls were inflated successfully and could be used?#48#60-12#<scratch>Subtracting 2 from 0 at digit level;  0 < 2;  Borrow: 1; 10 - 2 = 8. move one place left; 6 becomes 5; Subtracting 1 from 5 at digit level;  5 >= 1;  Borrow: 0; 5 - 1 = 4. move one place left; 0 remains 0; final result: 48.</scratch>#60 - 12
A total of 42 baby sea turtles hatched and are headed to the ocean. One-third of them got swept to the sea by a wave.  How many are still on the sand?#28#42-14#<scratch>Subtracting 4 from 2 at digit level;  2 < 4;  Borrow: 1; 12 - 4 = 8. move one place left; 4 becomes 3; Subtracting 1 from 3 at digit level;  3 >= 1;  Borrow: 0; 3 - 1 = 2. move one place left; 2 remains 2; final result: 28.</scratch>#42 - 14
Kim's dad would buy her 2 candy bars a week.  She would eat 1 candy bar every 4 weeks, saving the rest.  After 16 weeks, how many candy bars did Kim have saved?#28#32-4#<scratch>Subtracting 4 from 2 at digit level;  2 < 4;  Borrow: 1; 12 - 4 = 8. move one place left; 3 becomes 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 2 remains 2; final result: 28.</scratch>#32 - 4
In 2 years, Maxwell will be twice his sister's age. If his sister is now 2, how old is Maxwell now?#6#8-2#<scratch>Subtracting 2 from 8 at digit level;  8 >= 2;  Borrow: 0; 8 - 2 = 6. move one place left; 8 remains 8; final result: 6.</scratch>#8 - 2
George had $100. He bought a shirt for $24 and he also bought a pair of socks. Then he had $65 left. How much is a pair of socks?#11#76-65#<scratch>Subtracting 5 from 6 at digit level;  6 >= 5;  Borrow: 0; 6 - 5 = 1. move one place left; 7 remains 7; Subtracting 6 from 7 at digit level;  7 >= 6;  Borrow: 0; 7 - 6 = 1. move one place left; 6 remains 6; final result: 11.</scratch>#76 - 65
A gecko eats 70 crickets every three days.  The first day she eats 30% of the crickets.  The second day she eats 6 less than the first, and the third day she finishes up the remaining crickets.  How many crickets does she eat on the third day?#34#70-21-15#<scratch>Subtracting 6 from 0 at digit level;  0 < 6;  Borrow: 1; 10 - 6 = 4. move one place left; 7 becomes 6; Subtracting 0 from 6 at digit level;  6 >= 0;  Borrow: 0; 6 - 0 = 6. move one place left; 0 remains 0; final result: 64.</scratch>#70 - 6
Barbara went shopping in a supermarket. She bought 5 packs of tuna for $2 each and 4 bottles of water for $1.5 each. In total, she paid $56 for her shopping. How much did Barbara spend on different than the mentioned goods?#40#56-10-6#<scratch>Subtracting 4 from 6 at digit level;  6 >= 4;  Borrow: 0; 6 - 4 = 2. move one place left; 5 remains 5; Subtracting 0 from 5 at digit level;  5 >= 0;  Borrow: 0; 5 - 0 = 5. move one place left; 6 remains 6; final result: 52.</scratch>#56 - 4
Jacob is trying to eat less than 1800 calories a day. If he eats 400 calories for breakfast, 900 calories for lunch, and 1100 calories for dinner, how many more calories did he eat than he planned?#600#2400-1800#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 4 remains 4; Subtracting 8 from 4 at digit level;  4 < 8;  Borrow: 1; 14 - 8 = 6. move one place left; 2 becomes 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 0 remains 0; final result: 600.</scratch>#2400 - 1800
Xander read 20% of his 500-page book in one hour.  The next night he read another 20% of the book.  On the third night, he read 30% of his book.  How many pages does he have left to read?#150#300-150#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 3 becomes 2; Subtracting 1 from 2 at digit level;  2 >= 1;  Borrow: 0; 2 - 1 = 1. move one place left; 0 remains 0; final result: 150.</scratch>#300 - 150
Michelle uses 40 beads in making a necklace. She uses 5 blue beads and 2 times as many red beads as blue beads. Then she uses the same number of white beads as the blue and red beads combined. If the rest of the beads she uses are silver, how many silver beads does she use?#10#40-30#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 4 remains 4; Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 0 remains 0; final result: 10.</scratch>#40 - 30
There are 10 bags with 30 oranges each on a truck. A total of 50 pieces of oranges are rotten. Thirty pieces of oranges will be kept for making orange juice and the rest will be sold. How many pieces of oranges will be sold?#220#300-80#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 8 from 0 at digit level;  0 < 8;  Borrow: 1; 10 - 8 = 2. move one place left; 3 becomes 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 0 remains 0; final result: 220.</scratch>#300 - 80
John is performing in 3 plays.  Each play has 5 Acts.  He wears 2 wigs per act.  Each wig cost $5.  He drops one of the plays and sells all of the wigs for that play for $4.  How much money did he spend?#110#150-40#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 5 remains 5; Subtracting 4 from 5 at digit level;  5 >= 4;  Borrow: 0; 5 - 4 = 1. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 0 remains 0; final result: 110.</scratch>#150 - 40
A bag full of sugar weighs 16 kg. A bag full of salt weighs 30 kg. If you remove 4 kg from the combined weight of these two bags, how much do the bags now weigh?#42#46-4#<scratch>Subtracting 4 from 6 at digit level;  6 >= 4;  Borrow: 0; 6 - 4 = 2. move one place left; 4 remains 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 6 remains 6; final result: 42.</scratch>#46 - 4
Delaney has to catch a bus that leaves at 8:00. a.m to school every day. He always takes 30 minutes to reach the pick-up point from his home. One day he woke up late and left his home at 7:50. How much time did he miss the bus by when he reached the pick-up point?#20#820-800#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 2 remains 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 8 remains 8; Subtracting 8 from 8 at digit level;  8 >= 8;  Borrow: 0; 8 - 8 = 0. move one place left; 0 remains 0; final result: 20.</scratch>#820 - 800
Barkley gets 10 new dog bones at the beginning of the month.  After 5 months, he has 8 bones available and has buried the rest.  How many bones has he buried?#42#50-8#<scratch>Subtracting 8 from 0 at digit level;  0 < 8;  Borrow: 1; 10 - 8 = 2. move one place left; 5 becomes 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 0 remains 0; final result: 42.</scratch>#50 - 8
There's a Bobbit worm hiding in the bottom of James' aquarium. Every day it eats 2 fish. After two weeks, James adds 8 more fish to the aquarium. A week later, he discovers the Bobbit worm. If the aquarium had 60 fish to start with, how many does it have when James discovers the Bobbit worm?#26#68-42#<scratch>Subtracting 2 from 8 at digit level;  8 >= 2;  Borrow: 0; 8 - 2 = 6. move one place left; 6 remains 6; Subtracting 4 from 6 at digit level;  6 >= 4;  Borrow: 0; 6 - 4 = 2. move one place left; 8 remains 8; final result: 26.</scratch>#68 - 42
Five years ago, there were 500 old books in the library. Two years ago, the librarian bought 300 books. Last year, the librarian bought 100 more books than she had bought the previous year. This year, the librarian donated 200 of the library's old books. How many books are in the library now?#1000#1200-200#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 2 remains 2; Subtracting 2 from 2 at digit level;  2 >= 2;  Borrow: 0; 2 - 2 = 0. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 0 remains 0; final result: 1000.</scratch>#1200 - 200
Maisy has been offered a new job and now has the option of continuing to work at her current job or take the new job. Her current job is 8 hours a week with a wage of $10 per hour. The new job is offering 4 hours a week with a wage of $15 per hour with an additional bonus of $35 per week if she exceeds her quota. Maisy is confident that she will exceed her quota and decides to include this when calculating her wage at the new job. How much more money, in dollars, will Maisy earn at her new job?#15#95-80#<scratch>Subtracting 0 from 5 at digit level;  5 >= 0;  Borrow: 0; 5 - 0 = 5. move one place left; 9 remains 9; Subtracting 8 from 9 at digit level;  9 >= 8;  Borrow: 0; 9 - 8 = 1. move one place left; 5 remains 5; final result: 15.</scratch>#95 - 80
Patrick has been saving money to buy a bicycle that costs $150. He saved half the price but he then lent $50 to his friend. How much money does Patrick have now?#25#75-50#<scratch>Subtracting 0 from 5 at digit level;  5 >= 0;  Borrow: 0; 5 - 0 = 5. move one place left; 7 remains 7; Subtracting 5 from 7 at digit level;  7 >= 5;  Borrow: 0; 7 - 5 = 2. move one place left; 5 remains 5; final result: 25.</scratch>#75 - 50
Andy started out the year weighing 156 pounds. He then grew 3 inches and gained 36 pounds. Andy wasn't happy with his weight and decided to exercise. Over the next 3 months, he lost an eighth of his weight every month. How much less does Andy weigh now than at the beginning of the year?#36#156-120#<scratch>Subtracting 0 from 6 at digit level;  6 >= 0;  Borrow: 0; 6 - 0 = 6. move one place left; 5 remains 5; Subtracting 2 from 5 at digit level;  5 >= 2;  Borrow: 0; 5 - 2 = 3. move one place left; 1 remains 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 6 remains 6; final result: 36.</scratch>#156 - 120
Haley has 5 more necklaces than Jason. Josh has half the number of necklaces as Jason. If Haley has 25 necklaces, how many more necklaces does Haley have than Josh?#15#25-10#<scratch>Subtracting 0 from 5 at digit level;  5 >= 0;  Borrow: 0; 5 - 0 = 5. move one place left; 2 remains 2; Subtracting 1 from 2 at digit level;  2 >= 1;  Borrow: 0; 2 - 1 = 1. move one place left; 5 remains 5; final result: 15.</scratch>#25 - 10
Liam wants to go to Paris, but first, he has to pay his bills. His trip costs $7,000, and his bills cost $3,500. Knowing that Liam has saved $500/month for 2 years, how much money will he have left after paying his bills?#8500#12000-3500#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 2 becomes 1; Subtracting 3 from 1 at digit level;  1 < 3;  Borrow: 1; 11 - 3 = 8. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 8500.</scratch>#12000 - 3500
