question,scratch,answer
There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the books How many more movies than books have you read? The word problem can be solved by subtracting 16 from 19.  ,<scratch>To subtract 16 from 19, we can think of it as subtracting the digits in each place value. Subtracting 9 and 6 gives 3. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 03. </scratch>,3
Danny collects bottle caps and wrappers. He found 66 wrappers and 39 bottle caps at the park. Now he has 16 bottle caps and 68 wrappers in his collection. How many wrappers did danny have at first? The word problem can be solved by subtracting 66 from 68.  ,<scratch>To subtract 66 from 68, we can think of it as subtracting the digits in each place value. Subtracting 8 and 6 gives 2. Subtracting 6 and 6 gives 0. After subtracting all digits, we get the difference, which is 02. </scratch>,2
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
Dave had 11 apps and 3 files on his phone. After deleting some apps and files he had 24 files and 2 apps left. How many more files than apps does he have left on the phone? The word problem can be solved by subtracting 2 from 24.  ,<scratch>To subtract 2 from 24, we can think of it as subtracting the digits in each place value. Subtracting 4 and 2 gives 2. Subtracting 2 and 0 gives 2. After subtracting all digits, we get the difference, which is 22. </scratch>,22
Jack received 10 emails in the morning, 7 emails in the afternoon and 17 emails in the evening. How many more emails did Jack receive in the morning than in the afternoon? The word problem can be solved by subtracting 7 from 10.  ,<scratch>To subtract 7 from 10, we can think of it as subtracting the digits in each place value. Subtracting 0 and 7 gives 3. Subtracting 1 and 0 gives 0. After subtracting all digits, we get the difference, which is 03. </scratch>,3
Lucy went to the grocery store. She bought 10 packs of cookie and 4 packs of cake. How many more packs of cookie did she buy over cake? The word problem can be solved by subtracting 4 from 10.  ,<scratch>To subtract 4 from 10, we can think of it as subtracting the digits in each place value. Subtracting 0 and 4 gives 6. Subtracting 1 and 0 gives 0. After subtracting all digits, we get the difference, which is 06. </scratch>,6
Every day Ryan spends 6 hours on learning english and 2 hours on learning chinese. How many more hours does he spend on learning english than he does on learning chinese? The word problem can be solved by subtracting 2 from 6.  ,<scratch>To subtract 2 from 6, we can think of it as subtracting the digits in each place value. Subtracting 6 and 2 gives 4. After subtracting all digits, we get the difference, which is 04. </scratch>,4
David did 40 more push-ups but 17 less crunches than Zachary in gym class today. If Zachary did 34 push-ups and 62 crunches How many crunches did David do? The word problem can be solved by subtracting 17 from 62.  ,<scratch>To subtract 17 from 62, we can think of it as subtracting the digits in each place value. Subtracting 2 and 7 gives 5. Subtracting 6 and 1 gives 5. After subtracting all digits, we get the difference, which is 45. </scratch>,45
The grasshopper and the frog had a jumping contest. The frog jumped 39 inches and the grasshopper jumped 17 inches. How much farther did the frog jump than the grasshopper? The word problem can be solved by subtracting 17 from 39.  ,<scratch>To subtract 17 from 39, we can think of it as subtracting the digits in each place value. Subtracting 9 and 7 gives 2. Subtracting 3 and 1 gives 2. After subtracting all digits, we get the difference, which is 22. </scratch>,22
Paul had 50 books. After buying some in a garage sale he had 151 left. How many books did he buy? The word problem can be solved by subtracting 50 from 151.  ,<scratch>To subtract 50 from 151, we can think of it as subtracting the digits in each place value. Subtracting 1 and 0 gives 1. Subtracting 5 and 1 gives 4. After subtracting all digits, we get the difference, which is 101. </scratch>,101
If they are already at 659 feet and the cave is 762 feet deep How much farther until they reach the end of the cave? The word problem can be solved by subtracting 659 from 762.  ,<scratch>To subtract 659 from 762, we can think of it as subtracting the digits in each place value. Subtracting 9 and 2 gives 7. Subtracting 5 and 6 gives 1. After subtracting all digits, we get the difference, which is 103. </scratch>,103
Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf? The word problem can be solved by subtracting 4 from 8.  ,<scratch>To subtract 4 from 8, we can think of it as subtracting the digits in each place value. Subtracting 8 and 4 gives 4. After subtracting all digits, we get the difference, which is 04. </scratch>,4
Jack received a total of 9 emails in the day. If he received 7 emails in the morning and some more in the afternoon How many emails did Jack receive in the afternoon? The word problem can be solved by subtracting 7 from 9.  ,<scratch>To subtract 7 from 9, we can think of it as subtracting the digits in each place value. Subtracting 9 and 7 gives 2. Subtracting 1 and 0 gives 1. After subtracting all digits, we get the difference, which is 02. </scratch>,2
A grocery store had 19 bottles of diet soda and 60 bottles of regular soda. How many more bottles of regular soda than diet soda did they have? The word problem can be solved by subtracting 19 from 60.  ,<scratch>To subtract 19 from 60, we can think of it as subtracting the digits in each place value. Subtracting 0 and 9 gives 6. Subtracting 6 and 1 gives 5. After subtracting all digits, we get the difference, which is 41. </scratch>,41
A book has 3 chapters. The first chapter is 35 pages long the second chapter is 18 pages long and the third chapter is 3 pages long. How many more pages does the second chapter have than the third chapter? The word problem can be solved by subtracting 3 from 18.  ,<scratch>To subtract 3 from 18, we can think of it as subtracting the digits in each place value. Subtracting 8 and 3 gives 5. Subtracting 1 and 0 gives 1. After subtracting all digits, we get the difference, which is 15. </scratch>,15
Randy has 97 blocks. He uses some blocks to build a tower. If there are 72 blocks left How many blocks did he use to build the tower? The word problem can be solved by subtracting 72 from 97.  ,<scratch>To subtract 72 from 97, we can think of it as subtracting the digits in each place value. Subtracting 9 and 7 gives 2. Subtracting 7 and 2 gives 5. After subtracting all digits, we get the difference, which is 25. </scratch>,25
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
Every day Ryan spends 3 hours on learning english and some more hours on learning chinese. If he spends a total of 4 hours on learning english and chinese everyday How many hours does he spend on learning chinese? The word problem can be solved by subtracting 3 from 4.  ,<scratch>To subtract 3 from 4, we can think of it as subtracting the digits in each place value. Subtracting 4 and 3 gives 1. After subtracting all digits, we get the difference, which is 1. </scratch>,1
A book has 2 chapters across 81 pages. The second chapter is 68 pages long. How many pages are in the second chapter? The word problem can be solved by subtracting 68 from 81.  ,<scratch>To subtract 68 from 81, we can think of it as subtracting the digits in each place value. Subtracting 1 and 8 gives -7. Subtracting 8 and 6 gives 2. After subtracting all digits, we get the difference, which is 13. </scratch>,13
Baker made 52 pastries and 84 cakes. If he sold 102 cakes and 94 pastries How many more cakes than pastries did baker make? The word problem can be solved by subtracting 52 from 84.  ,<scratch>To subtract 52 from 84, we can think of it as subtracting the digits in each place value. Subtracting 4 and 2 gives 2. Subtracting 8 and 5 gives 3. After subtracting all digits, we get the difference, which is 32. </scratch>,32
Jessie weighed 71 kilograms. After she started to go jogging everyday she lost 20 kilograms. How much does she weigh now? The word problem can be solved by subtracting 20 from 71.  ,<scratch>To subtract 20 from 71, we can think of it as subtracting the digits in each place value. Subtracting 1 and 0 gives 1. Subtracting 7 and 2 gives 5. After subtracting all digits, we get the difference, which is 51. </scratch>,51
Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home? The word problem can be solved by subtracting 629424 from 898051.  ,<scratch>To subtract 629424 from 898051, we can think of it as subtracting the digits in each place value. Subtracting 9 from 8 gives 1. Subtracting 8 from 9 gives 1. Subtracting 4 from 5 gives 1. Subtracting 2 from 1 gives 9. Subtracting 4 from 0 gives 6. After subtracting all digits, we get the difference, which is 268627. </scratch>,268627
Dave had 17 apps and 21 files on his phone. After deleting some apps and files he had 3 apps and 7 files left. How many files did he delete? The word problem can be solved by subtracting 7 from 21.  ,<scratch>To subtract 7 from 21, we can think of it as subtracting the digits in each place value. Subtracting 1 and 7 gives 14. Subtracting 2 and 0 gives 12. After subtracting all digits, we get the difference, which is 12. </scratch>,14
Nell collects baseball cards. She had 242 cards. She gave 136 of her cards to Jeff. How many cards does Nell have left? The word problem can be solved by subtracting 136 from 242.  ,<scratch>To subtract 136 from 242, we can think of it as subtracting the digits in each place value. Subtracting 2 and 6 gives 6. Subtracting 4 and 3 gives 1. After subtracting all digits, we get the difference, which is 106. </scratch>,106
